metric,fiscal_year_label,period_start,period_end,reported_value,normalized_value,reported_unit,normalized_unit,taxonomy,xbrl_concept,sec_form,filing_date,accession_number,source_url,company_facts_url,retrieval_timestamp,selection_status,selection_reason,value_type,presentation_type,transformation_notes,statement_type,period_type,fact_fiscal_year,fact_fiscal_period,frame,candidate_priority,face_statement_url,face_statement_retrieval_timestamp,face_statement_sha256,face_statement_label,face_statement_value,face_reconciliation_status,face_reconciliation_note,supporting_source_url,supporting_source_retrieval_timestamp,supporting_source_sha256,supporting_source_label,supporting_source_notes,content_sha256
other_nonoperating_income_expense,FY2025,2024-06-01,2025-05-31,76000000,76,USD,USD millions,us-gaap,OtherNonoperatingIncomeExpense,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000. Positive normalized values represent income and negative values represent expense; the face-statement expense label uses the opposite sign.",income_statement,duration,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R3.htm,2026-09-07T07:03:59.487544+00:00,c9b9328544ec19e67502fd09cc449bcf05f1fa173a3a2ae7a825f54fd143c52c,"Other (income) expense, net",-76,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
other_nonoperating_income_expense,FY2025,2024-06-01,2025-05-31,76000000,76,USD,USD millions,us-gaap,OtherNonoperatingIncomeExpense,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000. Positive normalized values represent income and negative values represent expense; the face-statement expense label uses the opposite sign.",income_statement,duration,2026,FY,CY2024,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R3.htm,2026-09-07T07:04:01.247348+00:00,367a4751ed4b2824009f7400dc3c03c4d09d1a4af0fd64d9d12c87a4abda7516,"Other (income) expense, net",-76,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
net_income,FY2025,2024-06-01,2025-05-31,3219000000,3219,USD,USD millions,us-gaap,NetIncomeLoss,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",income_statement,duration,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R3.htm,2026-09-07T07:03:59.487544+00:00,c9b9328544ec19e67502fd09cc449bcf05f1fa173a3a2ae7a825f54fd143c52c,NET INCOME,3219,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
net_income,FY2025,2024-06-01,2025-05-31,3219000000,3219,USD,USD millions,us-gaap,NetIncomeLoss,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",income_statement,duration,2026,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R3.htm,2026-09-07T07:04:01.247348+00:00,367a4751ed4b2824009f7400dc3c03c4d09d1a4af0fd64d9d12c87a4abda7516,NET INCOME,3219,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
diluted_eps,FY2025,2024-06-01,2025-05-31,2.16,2.16,USD/shares,USD per share,us-gaap,EarningsPerShareDiluted,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,Per-share value retained without scaling.,income_statement,duration,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R3.htm,2026-09-07T07:03:59.487544+00:00,c9b9328544ec19e67502fd09cc449bcf05f1fa173a3a2ae7a825f54fd143c52c,Diluted (in dollars per share),2.16,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
diluted_eps,FY2025,2024-06-01,2025-05-31,2.16,2.16,USD/shares,USD per share,us-gaap,EarningsPerShareDiluted,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,Per-share value retained without scaling.,income_statement,duration,2026,FY,CY2024,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R3.htm,2026-09-07T07:04:01.247348+00:00,367a4751ed4b2824009f7400dc3c03c4d09d1a4af0fd64d9d12c87a4abda7516,Diluted (in dollars per share),2.16,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
diluted_weighted_average_shares,FY2025,2024-06-01,2025-05-31,1487600000,1487.6,shares,shares millions,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"shares divided by 1,000,000.",income_statement,duration,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R3.htm,2026-09-07T07:03:59.487544+00:00,c9b9328544ec19e67502fd09cc449bcf05f1fa173a3a2ae7a825f54fd143c52c,Diluted (in shares),1487.6,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
diluted_weighted_average_shares,FY2025,2024-06-01,2025-05-31,1487600000,1487.6,shares,shares millions,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"shares divided by 1,000,000.",income_statement,duration,2026,FY,CY2024,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R3.htm,2026-09-07T07:04:01.247348+00:00,367a4751ed4b2824009f7400dc3c03c4d09d1a4af0fd64d9d12c87a4abda7516,Diluted (in shares),1487.6,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cash_and_cash_equivalents,FY2025,,2025-05-31,7464000000,7464,USD,USD millions,us-gaap,CashAndCashEquivalentsAtCarryingValue,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Cash and equivalents,7464,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cash_and_cash_equivalents,FY2025,,2025-05-31,7464000000,7464,USD,USD millions,us-gaap,CashAndCashEquivalentsAtCarryingValue,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,Cash and equivalents,7464,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
short_term_investments,FY2025,,2025-05-31,1687000000,1687,USD,USD millions,us-gaap,DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Short-term investments,1687,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
short_term_investments,FY2025,,2025-05-31,1687000000,1687,USD,USD millions,us-gaap,DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,Short-term investments,1687,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
accounts_receivable,FY2025,,2025-05-31,4717000000,4717,USD,USD millions,us-gaap,AccountsReceivableNetCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,"Accounts receivable, net",4717,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
accounts_receivable,FY2025,,2025-05-31,4717000000,4717,USD,USD millions,us-gaap,AccountsReceivableNetCurrent,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,"Accounts receivable, net",4717,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
inventory,FY2025,,2025-05-31,7489000000,7489,USD,USD millions,us-gaap,InventoryFinishedGoodsNetOfReserves,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Inventories,7489,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
inventory,FY2025,,2025-05-31,7489000000,7489,USD,USD millions,us-gaap,InventoryFinishedGoodsNetOfReserves,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,Inventories,7489,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_assets,FY2025,,2025-05-31,23362000000,23362,USD,USD millions,us-gaap,AssetsCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Total current assets,23362,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_assets,FY2025,,2025-05-31,23362000000,23362,USD,USD millions,us-gaap,AssetsCurrent,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,Total current assets,23362,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_liabilities,FY2025,,2025-05-31,10566000000,10566,USD,USD millions,us-gaap,LiabilitiesCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Total current liabilities,10566,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_liabilities,FY2025,,2025-05-31,10566000000,10566,USD,USD millions,us-gaap,LiabilitiesCurrent,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,Total current liabilities,10566,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
total_assets,FY2025,,2025-05-31,36579000000,36579,USD,USD millions,us-gaap,Assets,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,TOTAL ASSETS,36579,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
total_assets,FY2025,,2025-05-31,36579000000,36579,USD,USD millions,us-gaap,Assets,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,TOTAL ASSETS,36579,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
notes_payable_and_short_term_borrowings,FY2025,,2025-05-31,5000000,5,USD,USD millions,us-gaap,ShortTermBorrowings,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence. The filing-note evidence independently agrees.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Notes payable,5,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R53.htm,2026-09-07T07:37:49.629998+00:00,ae366621410443934ca526df9e74f75aeb7c24a34557305e742b26647037a618,Note 5 - Notes payable,Detail confirms $5 million of notes payable and zero line-of-credit borrowings.,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_portion_long_term_debt,FY2025,,2025-05-31,0,0,USD,USD millions,us-gaap,LongTermDebtCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Current portion of long-term debt,0,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_portion_long_term_debt,FY2025,,2025-05-31,0,0,USD,USD millions,us-gaap,LongTermDebtCurrent,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,Current portion of long-term debt,0,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
noncurrent_long_term_debt,FY2025,,2025-05-31,7961000000,7961,USD,USD millions,us-gaap,LongTermDebtNoncurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Long-term debt,7961,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
noncurrent_long_term_debt,FY2025,,2025-05-31,7961000000,7961,USD,USD millions,us-gaap,LongTermDebtNoncurrent,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,Long-term debt,7961,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_operating_lease_liabilities,FY2025,,2025-05-31,502000000,502,USD,USD millions,us-gaap,OperatingLeaseLiabilityCurrent,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,Current portion of operating lease liabilities,502,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
current_operating_lease_liabilities,FY2025,,2025-05-31,502000000,502,USD,USD millions,us-gaap,OperatingLeaseLiabilityCurrent,10-K,2026-07-15,0000320187-26-000088,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2026,FY,CY2025Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/R5.htm,2026-09-07T07:04:01.875516+00:00,17da187b9139e66f453a366babf2fabf9880fa6678a17713a6daf718b375c14d,Current portion of operating lease liabilities,502,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
